distance,elevation,terrain,dangerous,risk
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,300,paved,0,8
7,300,paved,0,8
7,300,paved,0,8
7,300,paved,0,8
7,300,paved,0,8
7,300,paved,0,8
7,300,paved,0,8
7,300,paved,0,8
7,300,paved,0,8
7,300,paved,0,8
7,300,paved,0,8
7,300,paved,0,8
7,300,paved,0,8
7,300,sandy,0,8
7,300,sandy,0,8
7,300,sandy,0,8
7,300,sandy,0,8
7,300,sandy,0,8
7,300,sandy,0,8
7,300,sandy,0,8
7,300,sandy,0,8
7,300,sandy,0,8
7,300,sandy,0,8
7,300,sandy,0,8
7,300,sandy,0,8
7,300,sandy,0,8
7,300,sandy,0,8
7,300,sandy,0,8
7,300,sandy,0,8
7,300,sandy,0,8
7,300,sandy,0,8
7,300,sandy,0,8
7,300,sandy,0,8
7,300,sandy,0,8
7,300,sandy,0,8
7,300,sandy,0,8
7,300,sandy,0,8
7,300,sandy,0,8
7,300,sandy,0,8
7,300,sandy,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,300,paved,0,9
8,300,paved,0,9
8,300,paved,0,9
8,300,paved,0,9
8,300,paved,0,9
8,300,paved,0,9
8,300,paved,0,9
8,300,paved,0,9
8,300,paved,0,9
8,300,paved,0,9
8,300,paved,0,9
8,300,paved,0,9
8,300,sandy,0,9
8,300,sandy,0,9
8,300,sandy,0,9
8,300,sandy,0,9
8,300,sandy,0,9
8,300,sandy,0,9
8,300,sandy,0,9
8,300,sandy,0,9
8,300,sandy,0,9
8,300,sandy,0,9
8,300,sandy,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,300,paved,0,10
9,300,paved,0,10
9,300,paved,0,10
9,300,paved,0,10
9,300,paved,0,10
9,300,paved,0,10
9,300,paved,0,10
9,300,paved,0,10
9,300,paved,0,10
9,300,paved,0,10
9,300,paved,0,10
9,300,paved,0,10
9,300,paved,0,10
9,300,paved,0,10
9,300,paved,0,10
9,300,paved,0,10
9,300,paved,0,10
9,300,paved,0,10
9,300,paved,0,10
9,300,sandy,0,10
9,300,sandy,0,10
9,300,sandy,0,10
9,300,sandy,0,10
9,300,sandy,0,10
9,300,sandy,0,10
9,300,sandy,0,10
9,300,sandy,0,10
9,300,sandy,0,10
9,300,sandy,0,10
9,300,sandy,0,10
9,300,sandy,0,10
9,300,sandy,0,10
9,300,sandy,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,sandy,0,10
10,0,sandy,0,10
10,0,sandy,0,10
10,0,sandy,0,10
10,0,sandy,0,10
10,0,sandy,0,10
10,0,sandy,0,10
10,0,sandy,0,10
10,0,sandy,0,10
10,0,sandy,0,10
10,0,sandy,0,10
10,0,sandy,0,10
10,0,sandy,0,10
10,0,sandy,0,10
10,0,sandy,0,10
